source_row_id,Time,Amount,Class,user_id,device_id,region,transaction_velocity,historical_average_amount,amount_deviation,ml_fraud_probability,ml_signal_available,high_transaction_velocity_triggered,unusual_device_triggered,unusual_region_triggered,high_transaction_amount_triggered,high_amount_deviation_triggered,high_transaction_velocity_explanation,unusual_device_explanation,unusual_region_explanation,high_transaction_amount_explanation,high_amount_deviation_explanation,behavioral_rule_points,ml_risk_points,risk_score,risk_level,triggered_rules,risk_explanation
25241,33537.0,14.95,0,demo_user_066,demo_device_066,North,0,23.73901400659223,0.6297649934343711,6.047091e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,3.6282545e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
25249,33537.0,7.95,0,demo_user_217,demo_device_017,South,2,27.378441826939806,0.2903744504618728,1.6066432e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,9.6398595e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
25288,33542.0,5.37,0,demo_user_062,demo_device_062,South,3,34.090590581999024,0.15752147171177316,2.3796812e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0014278088,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
25305,33550.0,29.67,0,demo_user_284,demo_device_084,West,0,75.38614570631162,0.39357364303499487,0.0002848279,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.017089674,0.02,LOW,None,Risk score 0.02: 0 behavioral-rule points and 0.02 ML points. Triggered rules: None.
25341,33567.0,30.0,0,demo_user_464,demo_device_154,West,3,304.5677247916053,0.09850025973870649,1.5526727e-07,True,False,True,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,20,9.316036e-06,20.0,LOW,Unusual Device,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device.
25377,33579.0,0.76,0,demo_user_041,demo_device_041,North,0,81.66262849782146,0.009306582631249432,1.5373169e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00092239014,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
25417,33599.0,12.44,0,demo_user_199,demo_device_088,West,1,75.95789479474915,0.1637749444427725,7.5619166e-05,True,False,True,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,20,0.00453715,20.0,LOW,Unusual Device,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device.
25488,33628.0,1.0,0,demo_user_487,demo_device_087,South,4,304.84602027035027,0.003280344611726136,3.0940234e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0001856414,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
25492,33630.0,55.0,0,demo_user_151,demo_device_151,North,2,8.47491828958428,6.489738086040934,6.0424154e-06,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.00036254493,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
25496,33632.0,91.85,0,demo_user_067,demo_device_067,South,3,50.91910225589283,1.803841700476372,1.684218e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,1.0105308e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
25501,33634.0,1.79,0,demo_user_245,demo_device_045,Central,3,98.10716099195176,0.01824535520038994,2.2424465e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0013454679,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
25560,33664.0,186.26,0,demo_user_255,demo_device_055,Central,1,36.256308782464245,5.137312822371114,3.5734072e-06,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.00021440443,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
25642,33704.0,0.89,0,demo_user_332,demo_device_132,West,1,92.58526409816291,0.009612760828293187,5.0347367e-06,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,0.0003020842,15.0,LOW,Unusual Region,Risk score 15.00: 15 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region.
25694,33726.0,21.57,0,demo_user_157,demo_device_157,South,1,39.96216817717476,0.5397605030930269,5.486222e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.003291733,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
25705,33730.0,15.94,0,demo_user_478,demo_device_078,West,4,65.05461157373583,0.2450249046823204,3.9074916e-06,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,0.0002344495,15.0,LOW,Unusual Region,Risk score 15.00: 15 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region.
25744,33749.0,1.0,0,demo_user_261,demo_device_061,East,1,62.86747807652821,0.01590647550364126,0.0009788861,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,0.05873317,15.06,LOW,Unusual Region,Risk score 15.06: 15 behavioral-rule points and 0.06 ML points. Triggered rules: Unusual Region.
25817,33776.0,2.13,0,demo_user_144,demo_device_144,West,1,24.68598496689704,0.08628377611248846,0.00017841024,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.010704614,0.01,LOW,None,Risk score 0.01: 0 behavioral-rule points and 0.01 ML points. Triggered rules: None.
25857,33797.0,69.99,0,demo_user_481,demo_device_081,North,2,58.11344068238351,1.2043685450071233,7.138369e-08,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,4.283021e-06,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
25983,33857.0,47.97,0,demo_user_463,demo_device_063,East,0,42.114868228467,1.139027664523839,3.4942402e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00020965442,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
26039,33881.0,0.76,0,demo_user_250,demo_device_050,Central,2,32.92640462645849,0.023081779156333727,3.6525807e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00021915484,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
26093,33904.0,64.73,0,demo_user_013,demo_device_013,East,1,41.13820070451665,1.5734766929875268,1.5080848e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0009048509,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
26100,33908.0,72.0,0,demo_user_299,demo_device_099,West,1,84.11799707228317,0.8559404943763688,1.4312842e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,8.587705e-06,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
26278,33983.0,314.9,0,demo_user_278,demo_device_078,East,2,46.70525801909183,6.742281562201787,3.260585e-07,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,1.9563511e-05,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
26305,33998.0,81.18,0,demo_user_075,demo_device_075,Central,1,44.50227774922504,1.8241762917722493,7.8319725e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0046991836,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
26314,34003.0,39.41,0,demo_user_317,demo_device_121,South,4,73.0792658478456,0.5392774481622932,8.222385e-06,True,False,True,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,20,0.0004933431,20.0,LOW,Unusual Device,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device.
26366,34026.0,1.0,0,demo_user_421,demo_device_021,North,1,23.36797340955702,0.042793612542841246,3.582723e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00021496338,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
26370,34028.0,4.83,0,demo_user_053,demo_device_053,East,2,22.64148048828994,0.21332527272225205,9.092644e-08,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,5.4555867e-06,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
26525,34118.0,76.0,0,demo_user_362,demo_device_162,South,1,103.04659081391942,0.7375304646151768,5.1533806e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,3.0920284e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
26629,34174.0,9.99,0,demo_user_071,demo_device_071,North,3,25.131296474290547,0.3975123213487941,9.420328e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0056521967,0.01,LOW,None,Risk score 0.01: 0 behavioral-rule points and 0.01 ML points. Triggered rules: None.
26657,34188.0,44.67,0,demo_user_375,demo_device_171,West,0,26.870463607619698,1.6624201447470695,4.529482e-05,True,False,True,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,35,0.0027176891,35.0,MEDIUM,Unusual Device; Unusual Region,Risk score 35.00: 35 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device; Unusual Region.
26680,34203.0,8.99,0,demo_user_210,demo_device_010,Central,1,12.222485848893733,0.7355295895731139,2.8353666e-08,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,1.70122e-06,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
26702,34214.0,53.22,0,demo_user_004,demo_device_004,West,1,5.744358660185945,9.264741835997626,1.4308737e-05,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.00085852423,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
26740,34228.0,15.0,0,demo_user_484,demo_device_084,West,6,22.852805730132754,0.6563745466151505,4.3993255e-06,True,True,False,False,False,False,Synthetic velocity is at least 6 transactions in the demo window.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,20,0.00026395952,20.0,LOW,High Transaction Velocity,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Transaction Velocity.
26829,34268.0,74.99,0,demo_user_083,demo_device_083,East,2,7.8203967521231075,9.58902756175912,3.376732e-05,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.0020260392,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
27075,34374.0,1.0,0,demo_user_299,demo_device_099,West,2,84.11799707228317,0.01188806242189401,1.4854352e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00089126115,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27105,34391.0,46.99,0,demo_user_091,demo_device_091,North,0,35.34711040121591,1.329387309645079,4.285682e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0002571409,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27199,34435.0,39.8,0,demo_user_467,demo_device_067,South,0,105.30856401456127,0.3779369738105702,1.1507375e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0006904425,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27240,34456.0,4.99,0,demo_user_370,demo_device_170,Central,1,49.372238875877336,0.10106894306626335,1.1376881e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0006826129,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27259,34468.0,63.0,0,demo_user_403,demo_device_003,East,2,19.836388025690702,3.1759814296033535,3.3901788e-06,True,False,False,False,False,True,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is at least 3.0 times the synthetic historical average.,20,0.00020341073,20.0,LOW,High Amount Deviation,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: High Amount Deviation.
27286,34483.0,0.77,0,demo_user_217,demo_device_017,South,5,27.378441826939806,0.028124317843476992,1.8785112e-08,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,1.1271068e-06,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27332,34506.0,15.77,0,demo_user_234,demo_device_034,West,3,89.09609449000324,0.17699990207505029,7.517003e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,4.510202e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27359,34520.0,45.0,0,demo_user_318,demo_device_118,East,2,173.5347752702649,0.259314018933188,5.734736e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,3.4408415e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27367,34524.0,35.0,0,demo_user_393,demo_device_193,West,3,18.692766223014498,1.8723820531660031,7.871031e-06,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,0.00047226186,15.0,LOW,Unusual Region,Risk score 15.00: 15 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region.
27433,34546.0,101.5,0,demo_user_424,demo_device_024,West,2,56.226267115869256,1.8052060932807812,2.1917178e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00013150307,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27471,34562.0,29.99,0,demo_user_009,demo_device_009,West,4,44.65526804297106,0.671589295380359,2.2034894e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0013220937,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27572,34606.0,269.0,0,demo_user_332,demo_device_132,South,1,92.58526409816291,2.905429958214458,2.3331022e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.00013998614,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27693,34662.0,49.67,0,demo_user_055,demo_device_055,Central,1,58.30399556404385,0.8519141701950793,0.0013516466,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.081098795,0.08,LOW,None,Risk score 0.08: 0 behavioral-rule points and 0.08 ML points. Triggered rules: None.
27761,34693.0,45.9,0,demo_user_144,demo_device_144,West,1,24.68598496689704,1.8593546120015119,1.8309822e-06,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.000109858935,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
27832,34722.0,0.77,0,demo_user_415,demo_device_015,West,2,48.95438421159916,0.015728928315628932,2.666959e-06,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,0.00016001755,15.0,LOW,Unusual Region,Risk score 15.00: 15 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region.
27900,34758.0,8.99,0,demo_user_126,demo_device_157,North,1,53.37236769974928,0.16843922028293737,4.4455987e-07,True,False,True,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,20,2.6673591e-05,20.0,LOW,Unusual Device,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device.
28043,34823.0,30.0,0,demo_user_399,demo_device_199,West,1,84.91915123280967,0.3532772003073094,7.110574e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.004266344,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
28113,34861.0,45.0,0,demo_user_232,demo_device_118,South,3,193.09685580213872,0.23304367030248446,5.9888444e-06,True,False,True,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,20,0.00035933068,20.0,LOW,Unusual Device,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device.
28150,34876.0,37.84,0,demo_user_117,demo_device_117,South,1,68.03472616751664,0.5561865554779996,3.627086e-05,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,0.0021762515,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
28167,34883.0,25.0,0,demo_user_168,demo_device_132,East,4,24.587490692402085,1.0167772023895625,1.215411e-06,True,False,True,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device differs from this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,20,7.292466e-05,20.0,LOW,Unusual Device,Risk score 20.00: 20 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Device.
28171,34885.0,1.0,0,demo_user_266,demo_device_066,Central,3,27.66039974401858,0.03615276746736984,4.4723565e-06,True,False,False,True,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region differs from this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,15,0.0002683414,15.0,LOW,Unusual Region,Risk score 15.00: 15 behavioral-rule points and 0.00 ML points. Triggered rules: Unusual Region.
28195,34897.0,8.0,0,demo_user_383,demo_device_183,East,0,17.072284349459387,0.46859575650480123,5.871823e-07,True,False,False,False,False,False,Synthetic velocity is below the demo threshold.,Synthetic device matches this demo user's usual device.,Synthetic region matches this demo user's usual region.,Real Kaggle Amount is below the subset 99th-percentile threshold (1115.63).,Synthetic amount is below 3.0 times the synthetic historical average.,0,3.5230936e-05,0.0,LOW,None,Risk score 0.00: 0 behavioral-rule points and 0.00 ML points. Triggered rules: None.
